NM_000015	NAT2
NM_001011546	DSTN
NM_006871	RIPK3
NM_001193487	GTF2A1L
NM_006872	GTF2A1L
NM_001198595,NM_006873	STON1
NM_001048195	RCC1
NM_001048199,NM_001269	RCC1
NM_001048194	RCC1
NM_006875	PIM2
NM_006876	B4GAT1
NM_052817	MID2
NM_012216	MID2
NM_001171806	PAPD7
NM_006999	PAPD7
NM_001171805	PAPD7
NM_007002,NM_175573	ADRM1
NM_001281437,NM_001281438	ADRM1
NM_001270	CHD1
NM_007006	NUDT21
NM_001300947	CPSF6
NM_007007	CPSF6
NM_007010	DDX52
NM_001291476	DDX52
NM_001206691	RFX4
NM_213594	RFX4
NM_032491	RFX4
NM_000449,NM_001025603	RFX5
NM_001101	ACTB
NM_000324	RHAG
NM_000539	RHO
NM_002931	RING1
NM_021640	C12orf10
NM_021732	AVPI1
NM_007212	RNF2
NM_001185009,NM_002938	RNF4
NM_001185010	RNF4
NM_006913	RNF5
NM_001305005,NM_021815	SLC5A7
NM_001305006	SLC5A7
NM_001305007	SLC5A7
NM_005977,NM_183043,NM_183044	RNF6
NM_183045	RNF6
NM_002939,NM_203383,NM_203384,NM_203385,NM_203386,NM_203387,NM_203388,NM_203389	RNH1
NM_020216	RNPEP
NM_001319183,NM_001319184	RNPEP
NM_001319182	RNPEP
NM_001040876,NM_002940	ABCE1
NM_022358	KCNK15
NM_001190809	DHX35
NM_021931	DHX35
NM_001098673,NM_021934	ATG101
NM_001172685	CELF6
NM_001172684	CELF6
NM_052840	CELF6
NM_021938	CELF5
NM_001172673	CELF5
NM_021939	FKBP10
NM_021943	ZFAND3
NM_134261	RORA
NM_134260	RORA
NM_134262	RORA
NM_002943	RORA
NM_001194	HCN2
NM_002945	RPA1
NM_001286076	RPA2
NM_001297558	RPA2
NM_002946	RPA2
NM_002947	RPA3
NM_021574	BCR
NM_004327	BCR
NM_000972	RPL7A
NM_000976	RPL12
NM_001243130	RPL13
NM_001243131	RPL13
NM_000977,NM_033251	RPL13
NM_001253379,NM_001253380,NM_001253382,NM_001253383,NM_002948	RPL15
NM_001253384	RPL15
NM_000980	RPL18A
NM_000981	RPL19
NM_001330200	RPL19
NM_021134	MRPL23
NM_000987,NM_001315530,NM_001315531	RPL26
NM_000995,NM_001319232,NM_001319234,NM_001319235,NM_001319236,NM_033625	RPL34
NM_001001	RPL36AL
NM_000997	RPL37
NM_001318836	BCS1L
NM_001079866,NM_001257342,NM_001257343,NM_001257344,NM_001320717,NM_004328	BCS1L
NM_001199972	RPL36A
NM_021029	RPL36A
NM_001260507	RPS3
NM_001005,NM_001256802	RPS3
NM_001260506	RPS3
NM_001033723	ZNF704
NM_001100916	MBOAT4
NM_001010	RPS6
NM_001016	RPS12
NM_004051,NM_203314,NM_203315	BDH1
NM_022551	RPS18
NM_001135592,NM_001177413,NM_002954	RPS27A
NM_033046	RTKN
NM_001015056	RTKN
NM_001015055	RTKN
NM_000330	RS1
NM_006271	S100A1
NM_002960	S100A3
NM_001319201,NM_002964	S100A8
NM_001319196	S100A8
NM_001319197	S100A8
NM_001319198	S100A8
NM_001710	CFB
NM_002967	SAFB
NM_001201338	SAFB
NM_001201340	SAFB
NM_001201339	SAFB
NM_001320571	SAFB
NM_001320572	SAFB
NM_202000	ACSM3
NM_005622	ACSM3
NM_002970	SAT1
NM_033440	CELA2A
NM_001017369	MSMO1
NM_006745	MSMO1
NM_001024956,NM_006918	SC5D
NM_006919	SERPINB3
NM_002974	SERPINB4
NM_175041	SERPINB4
NM_004588	SCN2B
NM_001130413	SCNN1D
NM_001007099	SCP2
NM_002979	SCP2
NM_001193617	SCP2
NM_001007250	SCP2
NM_001007098	SCP2
NM_001193600	SCP2
NM_001007100	SCP2
NM_001193599	SCP2
NM_001330587	SCP2
NM_001323667,NM_001323668	SRL
NM_001098814	SRL
NM_001713	BHMT
NM_004591	CCL20
NM_001130046	CCL20
NM_002989	CCL21
NM_002990	CCL22
NM_145898	CCL23
NM_005064	CCL23
NM_005624	CCL25
NM_001201359	CCL25
NM_001197	BIK
NM_001304803	SRR
NM_021947	SRR
NM_022062	PKNOX2
NM_022072	NSUN3
NM_022078	GPATCH3
NM_022080	NAPB
NM_001283020	NAPB
NM_001283026	NAPB
NM_001283018	NAPB
NM_001302643	SLC17A9
NM_022082	SLC17A9
NM_022098	XPNPEP3
NM_001204827	XPNPEP3
NM_033053	DMRTC1
NM_033067	DMRTB1
NM_001195195	TP53AIP1
NM_022112	TP53AIP1
NM_001195194	TP53AIP1
NM_001251964	TP53AIP1
NM_024504	PRDM14
NM_001042762,NM_001287492,NM_001287493,NM_001287494,NM_001287495,NM_001346560,NM_001346561,NM_001346562,NM_001346563,NM_001346564,NM_001346565,NM_022116	FIGNL1
NM_001287496,NM_001346558,NM_001346559	FIGNL1
NM_003007	SEMG1
NM_022119	PRSS22
NM_022121	PERP
NM_022122	MMP27
NM_003008	SEMG2
NM_022130	GOLPH3
NM_022134	GAL3ST2
NM_001256370	SAMSN1
NM_001286523	SAMSN1
NM_022136	SAMSN1
NM_001034852	SMOC1
NM_022137	SMOC1
NM_000057,NM_001287246	BLM
NM_001287247	BLM
NM_001287248	BLM
NM_022149	MAGEF1
NM_001321427,NM_001321428,NM_001321429,NM_001321430,NM_001321432,NM_001321433,NM_001321435,NM_001321436,NM_022152	TMBIM1
NM_001321438	TMBIM1
NM_001135147	SLC39A8
NM_001135148	SLC39A8
NM_001135146,NM_022154	SLC39A8
NM_022341	PDF
NM_022353	OSGEPL1
NM_022355	DPEP2
NM_001324159	DPEP2
NM_001248000	SET
NM_001122821	SET
NM_003011	SET
NM_001248001	SET
NM_022357	DPEP3
NM_001129758	DPEP3
NM_000386	BLMH
NM_022365	DNAJC1
NM_022374	ATL2
NM_001308076	ATL2
NM_001330459	ATL2
NM_001135673	ATL2
NM_001330464	ATL2
NM_001330463	ATL2
NM_001330462	ATL2
NM_001330458	ATL2
NM_001330460,NM_001330461	ATL2
NM_006924	SRSF1
NM_001078166	SRSF1
NM_001136566	RAD21L1
NM_001277323	NPIPA3
NM_001277324	NPIPA2
NM_003017	SRSF3
NM_005626	SRSF4
NM_001039465,NM_001320214,NM_006925	SRSF5
NM_001190462	C11orf97
NM_006275	SRSF6
NM_001031684	SRSF7
NM_001195446	SRSF7
NM_001080516	GRXCR2
NM_001350957	LMBR1
NM_001350954	LMBR1
NM_001350955,NM_001350956	LMBR1
NM_001350953	LMBR1
NM_022458	LMBR1
NM_001350958	LMBR1
NM_032496	ARHGAP9
NM_001080156	ARHGAP9
NM_001319850	ARHGAP9
NM_001319852	ARHGAP9
NM_001080157	ARHGAP9
NM_001319851	ARHGAP9
NM_001130448	C15orf62
NM_001080518	LIPK
NM_001102469	LIPN
NM_001351234	FAM25E
NM_001282494	GOLGA8N
NM_001127895,NM_001127896,NM_022467	CHST8
NM_001085455	KRTAP24-1
NM_001079807	PGA3
NM_022468	MMP25
NM_152240	ZMAT3
NM_022470	ZMAT3
NM_001080529	WIPF3
NM_001287497,NM_022484	TMEM168
NM_001031714	INF2
NM_022489	INF2
NM_032714	INF2
NM_022493	NARFL
NM_001304799	NARFL
NM_001351086	ZDHHC6
NM_001351085	ZDHHC6
NM_001351082,NM_001351083,NM_001351084,NM_022494	ZDHHC6
NM_001303134	ZDHHC6
NM_022496	ACTR6
NM_001172810	DNAI2
NM_023036	DNAI2
NM_001144757	SCG5
NM_003020	SCG5
NM_000199	SGSH
NM_001098412	GAGE13
NM_001079533	CPEB1
NM_001079534,NM_001079535,NM_001288819	CPEB1
NM_030594	CPEB1
NM_001288820	CPEB1
NM_001098409	GAGE12G
NM_001039778	ZCCHC23
NM_001080209	TMEM200C
NM_001039783	TXNRD3NB
NM_022573	TSPY2
NM_001350978	SPATA31C2
NM_001166137	SPATA31C2
NM_001042506	PABPC1L2B
NM_001202859	SHC1
NM_183001	SHC1
NM_003029	SHC1
NM_001130040	SHC1
NM_001130041	SHC1
NM_022659	EBF2
NM_033055	MFSD14A
NM_001080528	C3orf84
NM_001287737	SETSIP
NM_001351281	MINDY4B
NM_024022	TMPRSS3
NM_032405	TMPRSS3
NM_032404	TMPRSS3
NM_001256317	TMPRSS3
NM_001271870	SRGAP2B
NM_001330684	SRGAP2B
NM_006849	PDIA2
NM_000451	SHOX
NM_006883	SHOX
NM_001195082	TEX22
NM_006884	SHOX2
NM_001163678	SHOX2
NM_003030	SHOX2
NM_001289407	MFSD1
NM_001289406	MFSD1
NM_001167903	MFSD1
NM_022736	MFSD1
NM_022744	C16orf58
NM_001256418	ATPAF1
NM_001042546	ATPAF1
NM_001243728	ATPAF1
NM_022745	ATPAF1
NM_022746	MARC1
NM_001191054	ANHX
NM_022749	FAM160B2
NM_022760	PCED1A
NM_001271168	PCED1A
NM_001330371	C11orf1
NM_022761	C11orf1
NM_022766	CERK
NM_001146213	TBC1D15
NM_022771	TBC1D15
NM_001146214	TBC1D15
NM_022779	DDX31
NM_001322341	DDX31
NM_001322344	DDX31
NM_138620	DDX31
NM_001322343	DDX31
NM_001322340	DDX31
NM_001322342	DDX31
NM_001297778,NM_022787	NMNAT1
NM_001297779	NMNAT1
NM_022820	CYP3A43
NM_057095	CYP3A43
NM_057096	CYP3A43
NM_001278921	CYP3A43
NM_022823	FNDC4
NM_001163315	FBXL17
NM_198066	GNPNAT1
NM_022828	YTHDC2
NM_001345975	YTHDC2
NM_001345976	YTHDC2
NM_001331031,NM_001331032	ETNPPL
NM_001331033	ETNPPL
NM_001146627	ETNPPL
NM_001146590	ETNPPL
NM_031279	ETNPPL
NM_022834	VWA1
NM_199121	VWA1
NM_022841	RFX7
NM_022843	PCDH20
NM_006129	BMP1
NM_001199	BMP1
NM_001301860	LPIN3
NM_001306173	AGXT2
NM_031900	AGXT2
NM_022903	CCDC71
NM_005982	SIX1
NM_005413	SIX3
NM_023937	MRPL34
NM_001200	BMP2
NM_016050	MRPL11
NM_170739	MRPL11
NM_170738	MRPL11
NM_001351018	VPS33A
NM_022916	VPS33A
NM_001351021	VPS33A
NM_001351019	VPS33A
NM_001351020	VPS33A
NM_001201	BMP3
NM_023013	PRAMEF1
NM_001294139	PRAMEF1
NM_023014	PRAMEF2
NM_023016	SOWAHC
NM_006516	SLC2A1
NM_001278659	SLC2A2
NM_001278658	SLC2A2
NM_000340	SLC2A2
NM_006931	SLC2A3
NM_001042	SLC2A4
NM_001135585	SLC2A5
NM_001328619,NM_003039	SLC2A5
NM_001328621	SLC2A5
NM_001328620	SLC2A5
NM_001347913,NM_001347915,NM_001347917	BMP4
NM_001347912	BMP4
NM_001202,NM_001347914,NM_001347916,NM_130850,NM_130851	BMP4
NM_000453	SLC5A5
NM_001348252,NM_001348253	SLC6A1
NM_001348251	SLC6A1
NM_001348250,NM_003042	SLC6A1
NM_001329756	BMP5
NM_001329754	BMP5
NM_021073	BMP5
NM_001172504	SLC6A2
NM_001043,NM_001172501	SLC6A2
NM_001172502	SLC6A2
NM_001044	SLC6A3
NM_001282493	GOLGA8K
NM_001045	SLC6A4
NM_001277406	POTEI
NM_001080140	CT47A7
NM_001134368	SLC6A6
NM_003043	SLC6A6
NM_001134367	SLC6A6
NM_014228	SLC6A7
NM_001126334	FOXD4L5
NM_001329984	SRGAP2C
NM_001271872	SRGAP2C
NM_001042507	LGALS7B
NM_001142806	SLC6A8
NM_001142805	SLC6A8
NM_005629	SLC6A8
NM_001135789	PPIAL4C
NM_001123375	HIST2H3D
NM_001098376	PRAMEF15
NM_001282468	GOLGA8M
NM_001277083	POTEJ
NM_001085365	MZT2A
NM_001317406	SLC6A11
NM_014229	SLC6A11
NM_001320149	FAM72B
NM_001100910	FAM72B
NM_001351029,NM_001351030	ACTR3C
NM_001164458,NM_001164459	ACTR3C
NM_001351028	ACTR3C
NM_001351027	ACTR3C
NM_001122847,NM_001122848,NM_001206931,NM_003044	SLC6A12
NM_001718	BMP6
NM_016615	SLC6A13
NM_001190997	SLC6A13
NM_001243392	SLC6A13
NM_001040078	LGALS9C
NM_001719	BMP7
NM_005074	SLC17A1
NM_001135691,NM_003053	SLC18A1
NM_001142324	SLC18A1
NM_001142325	SLC18A1
NM_003054	SLC18A2
NM_003055	SLC18A3
NM_005415	SLC20A1
NM_001257180,NM_001257181,NM_006749	SLC20A2
NM_003057	SLC22A1
NM_153187	SLC22A1
NM_021977	SLC22A3
NM_003058	SLC22A2
NM_003059	SLC22A4
NM_003060	SLC22A5
NM_001308122	SLC22A5
NM_001009877	BRD9
NM_023924	BRD9
NM_001317951	BRD9
NM_001319840	AACS
NM_023928	AACS
NM_001319839	AACS
NM_023933	FAM173A
NM_001271285	FAM173A
NM_023934	FUNDC2
NM_001142928,NM_023942	LRRC61
NM_001136469,NM_023943	TMEM108
NM_001282865	TMEM108
NM_023944	CYP4F12
NM_001024938	SLC2A11
NM_030807	SLC2A11
NM_001282864	SLC2A11
NM_001024939	SLC2A11
NM_001284361	BOLL
NM_197970	BOLL
NM_033030	BOLL
NM_001284362	BOLL
NM_001284358	BOLL
NM_000543	SMPD1
NM_001318088	SMPD1
NM_001318087	SMPD1
NM_001007593	SMPD1
NM_003080	SMPD2
NM_001039697	SNAPC3
NM_003086	SNAPC4
NM_001301069	SNRNP70
NM_003089	SNRNP70
NM_004596	SNRPA
NM_003091	SNRPB
NM_198216	SNRPB
NM_003092,NM_198220	SNRPB2
NM_003093	SNRPC
NM_001291916	SNRPD1
NM_006938	SNRPD1
NM_004597	SNRPD2
NM_177542	SNRPD2
NM_001278656,NM_004175	SNRPD3
NM_001304464	SNRPE
NM_001328638	SNRPE
NM_001328637	SNRPE
NM_003094	SNRPE
NM_003095	SNRPF
NM_003096	SNRPG
NM_001317167	SNRPG
NM_001317166	SNRPG
NM_001317168,NM_001317169	SNRPG
NM_001317171	SNRPG
NM_001317165	SNRPG
NM_001349454,NM_001349455,NM_001349456,NM_001349457,NM_001349458,NM_001349459,NM_001349460,NM_001349461,NM_001349462,NM_001349463,NM_001349464,NM_001349465,NM_003097,NM_022805,NM_022806,NM_022807,NM_022808	SNRPN
NM_001317931	SPAG4
NM_003116	SPAG4
NM_023067	FOXL2
NM_199436	SPAST
NM_014946	SPAST
NM_199367	SPG7
NM_003119	SPG7
NM_001030288,NM_003123	SPN
NM_003124	SPR
NM_004332	BPHL
NM_001302777	BPHL
NM_003129	SQLE
NM_001047	SRD5A1
NM_001324323	SRD5A1
NM_001324322	SRD5A1
NM_000348	SRD5A2
NM_001256891	SRI
NM_003130	SRI
NM_001256892	SRI
NM_198901	SRI
NM_003132	SRM
NM_001294145,NM_003142	SSB
NM_003146	SSRP1
NM_139157	ST5
NM_005418,NM_213618	ST5
