NM_000015	NAT2
NM_001258256	UTY
NM_001258270	UTY
NM_001258263	UTY
NM_001258253	UTY
NM_001258268	UTY
NM_001258258	UTY
NM_001258255	UTY
NM_001258249	UTY
NM_001258264	UTY
NM_001258257	UTY
NM_001258267	UTY
NM_001258269	UTY
NM_001258266	UTY
NM_001258259	UTY
NM_003369	UVRAG
NM_006295	VARS
NM_003370	VASP
NM_005428	VAV1
NM_001258206	VAV1
NM_001258207	VAV1
NM_014205	ZNHIT2
NM_001134398	VAV2
NM_003371	VAV2
NM_001303543	VBP1
NM_001303544	VBP1
NM_001303545	VBP1
NM_003372	VBP1
NM_080682	VCAM1
NM_001199834	VCAM1
NM_001078	VCAM1
NM_003374	VDAC1
NM_001184783	VDAC2
NM_001324087,NM_001324089,NM_001324090	VDAC2
NM_001184823,NM_001324088,NM_003375	VDAC2
NM_001135694	VDAC3
NM_005662	VDAC3
NM_001017536	VDR
NM_000376,NM_001017535	VDR
NM_001171626,NM_001317010	VEGFA
NM_001171625	VEGFA
NM_001025366	VEGFA
NM_003376	VEGFA
NM_001171630	VEGFA
NM_001171628	VEGFA
NM_001204384	VEGFA
NM_001204385	VEGFA
NM_001033756	VEGFA
NM_001025369	VEGFA
NM_001025367	VEGFA
NM_001025370	VEGFA
NM_001171623	VEGFA
NM_001171629	VEGFA
NM_001171627	VEGFA
NM_001025368	VEGFA
NM_001287044	VEGFA
NM_001171624	VEGFA
NM_001171622	VEGFA
NM_001243733	VEGFB
NM_003377	VEGFB
NM_005429	VEGFC
NM_001111077,NM_003379	EZR
NM_194435	VIP
NM_003381	VIP
NM_001251885	VIPR1
NM_004624	VIPR1
NM_001251884	VIPR1
NM_001251882	VIPR1
NM_001251883	VIPR1
NM_003382	VIPR2
NM_001308259	VIPR2
NM_001304522	VIPR2
NM_001322225	VLDLR
NM_001322226	VLDLR
NM_003383	VLDLR
NM_001018056	VLDLR
NM_001300787	BEST1
NM_001139443	BEST1
NM_001300786	BEST1
NM_004183	BEST1
NM_001145399	MPPED2
NM_001584	MPPED2
NM_007128	VPREB1
NM_001303509	VPREB1
NM_018727,NM_080704,NM_080705,NM_080706	TRPV1
NM_003384	VRK1
NM_001130482	VRK2
NM_001130483,NM_001288838	VRK2
NM_001288836,NM_001288839	VRK2
NM_001130480,NM_001130481,NM_001288837,NM_006296	VRK2
NM_003385	VSNL1
NM_000638	VTN
NM_001127392	MYRF
NM_013279	MYRF
NM_000552	VWF
NM_213645,NM_213646	WARS
NM_004184,NM_173701	WARS
NM_000377	WAS
NM_173059	ZAN
NM_003386	ZAN
NM_014206	TMEM258
NM_032421	CLIP2
NM_003388	CLIP2
NM_014146,NM_032463,NM_032464	LAT2
NM_003389,NM_052820	CORO2A
NM_003390	WEE1
NM_001143976	WEE1
NM_001145853,NM_006005	WFS1
NM_007331	NSD2
NM_001042424,NM_133330,NM_133331,NM_133335	NSD2
NM_133334	NSD2
NM_005663	NELFA
NM_006133	DAGLA
NM_006522	WNT6
NM_003394	WNT10B
NM_004626	WNT11
NM_003395	WNT9A
NM_003396	WNT9B
NM_001320458	WNT9B
NM_001146218,NM_001350294,NM_001350295,NM_001350296	WRB
NM_004627	WRB
NM_001350293	WRB
NM_000378	WT1
NM_024426	WT1
NM_001198551	WT1
NM_001198552	WT1
NM_024424	WT1
NM_005080	XBP1
NM_001079539	XBP1
NM_000379	XDH
NM_001141920	XG
NM_001141919	XG
NM_175569	XG
NM_021083	XK
NM_001043229	METTL12
NM_003400	XPO1
NM_006297	XRCC1
NM_005431	XRCC2
NM_001100118,NM_001100119,NM_005432	XRCC3
NM_003401,NM_022550	XRCC4
NM_001318013	XRCC4
NM_001318012,NM_022406	XRCC4
NM_021141	XRCC5
NM_001048212	CEMP1
NM_005433	YES1
NM_003403	YY1
NM_003404,NM_139323	YWHAB
NM_181481	LDLRAD4
NM_001276249	LDLRAD4
NM_181482	LDLRAD4
NM_001276251	LDLRAD4
NM_001003675	LDLRAD4
NM_001003674	LDLRAD4
NM_006761	YWHAE
NM_012479	YWHAG
NM_003405	YWHAH
NM_001135699,NM_001135700,NM_001135701,NM_001135702,NM_003406,NM_145690	YWHAZ
NM_207519	ZAP70
NM_001079	ZAP70
NM_003408	ZFP37
NM_001282515	ZFP37
NM_001282518	ZFP37
NM_001286822	PTTG1IP
NM_004339	PTTG1IP
NM_001143823,NM_001243702,NM_001243704,NM_003409	ZBTB14
NM_006782	ZFPL1
NM_001330327	ZFX
NM_001178084,NM_001178085,NM_003410	ZFX
NM_001178086	ZFX
NM_001178095	ZFX
NM_003411	ZFY
NM_001145276	ZFY
NM_001145275	ZFY
NM_003412	ZIC1
NM_007129	ZIC2
NM_001330661	ZIC3
NM_003413	ZIC3
NM_004928	C21orf2
NM_001271442	C21orf2
NM_001271441	C21orf2
NM_001271440	C21orf2
NM_001278291,NM_001278292	ZNF3
NM_017715	ZNF3
NM_001318136	ZNF3
NM_001318137	ZNF3
NM_001278284,NM_001278287,NM_001278290,NM_001318135,NM_032924	ZNF3
NM_021998	ZNF711
NM_001330574	ZNF711
NM_021089	ZNF8
NM_001127192	CNBP
NM_001127193	CNBP
NM_001127194	CNBP
NM_003418	CNBP
NM_001127196	CNBP
NM_001127195	CNBP
NM_015394	ZNF10
NM_016265	ZNF12
NM_006956	ZNF12
NM_021030	ZNF14
NM_001297560,NM_001297561	ZNF708
NM_021269	ZNF708
NM_001029976,NM_006958	ZNF16
NM_001330617	ZNF17
NM_006959	ZNF17
NM_001303282	ZNF18
NM_001303281,NM_144680	ZNF18
NM_006961	ZNF19
NM_001203250	ZNF20
NM_021143	ZNF20
NM_001178099,NM_006962	ZNF182
NM_001007088	ZNF182
NM_006134	TMEM50B
NM_006963	ZNF22
NM_001304492,NM_145911	ZNF23
NM_001304493,NM_001304494	ZNF23
NM_001308123	ZNF24
NM_006965	ZNF24
NM_001256280	ZNF26
NM_001330513,NM_001330514	ZNF26
NM_019591	ZNF26
NM_001256279	ZNF26
NM_006969	ZNF28
NM_145238	ZSCAN20
NM_001044370	MPPED1
NM_001005368,NM_006973	ZNF32
NM_001324164,NM_001324165	ZNF32
NM_001324166,NM_001324167,NM_001324168	ZNF32
NM_001278175	ZNF33A
NM_001278170	ZNF33A
NM_001278177	ZNF33A
NM_006974	ZNF33A
NM_001278176	ZNF33A
NM_001278173	ZNF33A
NM_006954	ZNF33A
NM_001324178	ZNF33A
NM_001278171,NM_001278174,NM_001278178,NM_001278179,NM_001324175,NM_001324176,NM_001324177	ZNF33A
NM_001305033	ZNF33B
NM_006955	ZNF33B
NM_001305035,NM_001305036,NM_001305037,NM_001305038,NM_001305039,NM_001305040	ZNF33B
NM_003420	ZNF35
NM_001346581,NM_003439	ZKSCAN1
NM_001287054,NM_001346580	ZKSCAN1
NM_001287055	ZKSCAN1
NM_001346579	ZKSCAN1
NM_001007094,NM_001178101,NM_001324245,NM_001324246,NM_001324247,NM_001324248,NM_001324249,NM_001324250,NM_001324251,NM_003421	ZNF37A
NM_001324256,NM_001324257,NM_001324258	ZNF37A
NM_001324252,NM_001324253,NM_001324254	ZNF37A
NM_001324261,NM_001324262	ZNF37A
NM_001324259,NM_001324260	ZNF37A
NM_145914	ZSCAN21
NM_001291968	CA1
NM_001291967	CA1
NM_001128829,NM_001128830,NM_001128831,NM_001164830,NM_001738	CA1
NM_001324156	ZNF41
NM_001324140,NM_001324144,NM_001324147,NM_001324150,NM_007130,NM_153380	ZNF41
NM_001324139,NM_001324141,NM_001324143,NM_001324145,NM_001324149,NM_001324152	ZNF41
NM_001324155	ZNF41
NM_001324157	ZNF41
NM_001324154	ZNF41
NM_001324151,NM_001324153	ZNF41
NM_001324142,NM_001324148	ZNF41
NM_003422,NM_198055	MZF1
NM_001267033	MZF1
NM_001256648,NM_001256649,NM_001256650,NM_001256651,NM_001256653,NM_001256654,NM_003423	ZNF43
NM_003425	ZNF45
NM_001304508	ZBTB25
NM_001304507,NM_006977	ZBTB25
NM_000067	CA2
NM_001293675	CA2
NM_005181	CA3
NM_000717	CA4
NM_001321163	ZNF69
NM_021915	ZNF69
NM_021916	ZNF70
NM_001256525	ZNF74
NM_001256524,NM_003426	ZNF74
NM_001256523	ZNF74
NM_007131	ZNF75D
NM_001185063	ZNF75D
NM_153028	ZNF75A
NM_001302109,NM_001324041	ZNF75A
NM_001324085	ZNF75A
NM_001292032	ZNF76
NM_003427	ZNF76
NM_001739	CA5A
NM_001286696,NM_001286697,NM_001322260	ZNF79
NM_001286698	ZNF79
NM_007135	ZNF79
NM_007136	ZNF80
NM_001127372,NM_001289971,NM_001289972,NM_003428	ZNF84
NM_001297588,NM_001297589,NM_013359	ZNF221
NM_001256171	ZNF85
NM_001256172	ZNF85
NM_003429	ZNF85
NM_001256173	ZNF85
NM_003430	ZNF91
NM_001300951	ZNF91
NM_001270500	CA6
NM_001270502	CA6
NM_001215	CA6
NM_001270501	CA6
NM_005182	CA7
NM_001014435	CA7
NM_001321838	CA8
NM_001321839	CA8
NM_001321837,NM_004056	CA8
NM_013360	ZNF222
NM_001129996	ZNF222
NM_001008727,NM_001308269	ZNF121
NM_001128619	LUZP6
NM_001297567	ZNF124
NM_001297568	ZNF124
NM_001297569	ZNF124
NM_003431	ZNF124
NM_001243740	ZNF124
NM_001216	CA9
NM_005664	MKRN3
NM_001077620	PRCD
NM_001085399,NM_001085400	RELL1
NM_001085382	PSAPL1
NM_001330704,NM_001330705,NM_001330709,NM_001330710	ZNF131
NM_001330717	ZNF131
NM_001330706,NM_001330711,NM_001330713,NM_001330715,NM_003432	ZNF131
NM_001330716	ZNF131
NM_001297548,NM_001330707,NM_001330708,NM_001330712,NM_001330714	ZNF131
NM_003433	ZNF132
NM_001282997,NM_001282998,NM_001282999,NM_001283000,NM_001283001	ZNF133
NM_001282996	ZNF133
NM_001283008	ZNF133
NM_001283007	ZNF133
NM_001283002	ZNF133
NM_001283006	ZNF133
NM_001283005	ZNF133
NM_001083330,NM_001282995,NM_003434	ZNF133
NM_001283003,NM_001283004	ZNF133
NM_003435	ZNF134
NM_007134	ZNF135
NM_001289401	ZNF135
NM_001164530	ZNF135
NM_003436	ZNF135
NM_001164529	ZNF135
NM_001164527	ZNF135
NM_001289402	ZNF135
NM_001348013	ZNF136
NM_001348014	ZNF136
NM_003437	ZNF136
NM_001160183	ZNF138
NM_001271649	ZNF138
NM_001271637	ZNF138
NM_001271638	ZNF138
NM_001271639	ZNF138
NM_001271640	ZNF138
NM_006524	ZNF138
NM_001300777	ZNF140
NM_001300776,NM_001300778	ZNF140
NM_003440	ZNF140
NM_001217	CA11
NM_001348279	ZNF141
NM_001348280	ZNF141
NM_001348278	ZNF141
NM_001348277	ZNF141
NM_003441	ZNF141
NM_001105537	ZNF142
NM_001282656	ZNF143
NM_001282657	ZNF143
NM_003442	ZNF143
NM_007144	PCGF2
NM_001018011,NM_006006	ZBTB16
NM_001099638,NM_001099639,NM_007145	ZNF146
NM_005082	TRIM25
NM_001348434	ZNF148
NM_001348436	ZNF148
NM_001348424,NM_001348425,NM_001348426,NM_001348427,NM_001348428,NM_001348429,NM_001348430,NM_001348431,NM_001348432,NM_001348433,NM_021964	ZNF148
NM_001287604,NM_001324137	ZBTB17
NM_001324138	ZBTB17
NM_001287603	ZBTB17
NM_003443	ZBTB17
NM_001242884	ZBTB17
NM_206925	CA12
NM_001218	CA12
NM_001293642	CA12
NM_001260486,NM_001260487,NM_003445,NM_198089	ZNF155
NM_001260488	ZNF155
NM_003446	ZNF157
NM_007146	VEZF1
NM_001330393	VEZF1
NM_003447	ZNF165
NM_001242783,NM_003449	TRIM26
NM_001032292	ZNF174
NM_001347868,NM_003450	ZNF174
NM_001347869,NM_001347870	ZNF174
NM_007147	ZNF175
NM_001127222	CACNA1A
NM_000068	CACNA1A
NM_001174080	CACNA1A
NM_001127221	CACNA1A
NM_023035	CACNA1A
NM_003451	ZNF177
NM_001172651	ZNF177
NM_007148	RNF112
NM_001278508	ZNF180
NM_001288760,NM_001288761,NM_001288762	ZNF180
NM_001288759	ZNF180
NM_001278509,NM_001291633	ZNF180
NM_013256	ZNF180
NM_006978	RNF113A
NM_001318893,NM_001347832	ZNF184
NM_001318891,NM_001318892,NM_007149	ZNF184
NM_001178107	ZNF185
NM_007150	ZNF185
NM_001178109	ZNF185
NM_001178110	ZNF185
NM_001178113	ZNF185
NM_001178106	ZNF185
NM_001178108	ZNF185
NM_001178115	ZNF185
NM_001243812	CACNA1B
NM_000718	CACNA1B
NM_001287422	ZSCAN26
NM_001023560	ZSCAN26
NM_001111039	ZSCAN26
NM_001287421,NM_152736	ZSCAN26
NM_197977	ZNF189
NM_001278232	ZNF189
NM_003452	ZNF189
NM_001278240	ZNF189
NM_001278231	ZNF189
NM_001278121,NM_001278122	ZKSCAN8
NM_001278119,NM_006298	ZKSCAN8
NM_001130520	ZNF195
NM_001256824	ZNF195
NM_001242842	ZNF195
NM_001256823	ZNF195
NM_007152	ZNF195
NM_001130519	ZNF195
NM_001242841	ZNF195
NM_001242843,NM_001256825	ZNF195
NM_001129840	CACNA1C
NM_001129838	CACNA1C
NM_001167624	CACNA1C
NM_001129827	CACNA1C
NM_199460	CACNA1C
NM_001129829	CACNA1C
NM_001129839	CACNA1C
NM_001129842	CACNA1C
NM_001129835	CACNA1C
NM_001129830	CACNA1C
NM_001129844	CACNA1C
NM_001129837	CACNA1C
NM_001167623	CACNA1C
NM_001129836	CACNA1C
NM_001129841	CACNA1C
NM_001167625	CACNA1C
NM_001129834	CACNA1C
NM_001129846	CACNA1C
NM_001129833	CACNA1C
NM_000719	CACNA1C
NM_001129832	CACNA1C
NM_001129831	CACNA1C
NM_001129843	CACNA1C
NM_001190964,NM_001190965,NM_003453,NM_197968	ZMYM2
NM_198087	ZNF200
NM_003454,NM_198088	ZNF200
NM_001145446,NM_001145447,NM_001145448	ZNF200
NM_001301819	ZNF202
NM_001301779,NM_001301780,NM_003455	ZNF202
NM_001042428,NM_001278158,NM_003456	ZNF205
NM_001098507	ZNF207
NM_003457	ZNF207
NM_001032293	ZNF207
NM_001329973	ZNF208
NM_001329971	ZNF208
NM_001329972	ZNF208
NM_007153	ZNF208
NM_001329974	ZNF208
NM_001128839	CACNA1D
NM_001128840	CACNA1D
NM_000720	CACNA1D
NM_001134655,NM_004220	ZNF213
NM_013249	ZNF214
NM_013250	ZNF215
NM_001102420,NM_001102421,NM_001278243,NM_001278244,NM_001278245,NM_006007	ZFAND5
NM_006526	ZNF217
NM_013361	ZNF223
NM_001321645,NM_013398	ZNF224
NM_001321685,NM_013362	ZNF225
NM_001032374,NM_001146220,NM_015919	ZNF226
NM_001032372,NM_001032373,NM_001319088,NM_001319089,NM_001319090,NM_016444	ZNF226
NM_000721	CACNA1E
NM_001205294	CACNA1E
NM_001205293	CACNA1E
NM_001289166,NM_182490	ZNF227
NM_001289172	ZNF227
NM_001289173	ZNF227
NM_001289170,NM_001289171	ZNF227
NM_001289167,NM_001289168,NM_001289169	ZNF227
NM_001348284,NM_001348285	ZNF112
NM_001348282,NM_001348283,NM_013380	ZNF112
NM_001083335	ZNF112
NM_001348281	ZNF112
NM_001278510	ZNF229
NM_014518	ZNF229
NM_006300	ZNF230
NM_001320955	ZNF232
NM_001320952	ZNF232
NM_001320953,NM_001320954	ZNF232
NM_014519	ZNF232
NM_007345	ZNF236
NM_001306089	ZNF236
NM_021194	SLC30A1
NM_001256789	CACNA1F
NM_001256790	CACNA1F
NM_005183	CACNA1F
NM_032513	SLC30A2
NM_001004434	SLC30A2
NM_001318950,NM_001318951	SLC30A3
NM_001318949	SLC30A3
NM_003459	SLC30A3
NM_001321036	SLC30A4
NM_013309	SLC30A4
NM_001290104	ZP2
NM_003460	ZP2
NM_001110354	ZP3
NM_007155	ZP3
NM_006301	MAP3K12
NM_001193511	MAP3K12
NM_007156	ZXDA
NM_000069	CACNA1S
NM_001010972,NM_003461	ZYX
NM_001142546,NM_033631	LUZP1
NM_012231	PRDM2
NM_001007257	PRDM2
NM_001135610	PRDM2
NM_015866	PRDM2
NM_001297654,NM_013993	DDR1
NM_001202522	DDR1
NM_001202521	DDR1
NM_001202523	DDR1
NM_013994	DDR1
NM_001297652,NM_001297653,NM_001954	DDR1
NM_003463	PTP4A1
NM_017522	LRP8
NM_004631	LRP8
NM_001018054	LRP8
NM_033300	LRP8
NM_006762	LAPTM5
NM_001079512	TVP23A
NM_001318873	TVP23A
NM_057176	BSND
NM_001302890	CACNA2D1
NM_000722	CACNA2D1
NM_001242893,NM_007158	CSDE1
NM_001242891	CSDE1
NM_001130523	CSDE1
NM_001007553,NM_001242892	CSDE1
NM_001199850	DAP3
NM_001199851	DAP3
NM_001199849,NM_004632,NM_033657	DAP3
NM_000723	CACNB1
NM_199248	CACNB1
NM_199247	CACNB1
NM_000724	CACNB2
NM_201571	CACNB2
NM_201590	CACNB2
NM_001330060	CACNB2
NM_201597	CACNB2
NM_201593	CACNB2
NM_201572	CACNB2
NM_201570	CACNB2
NM_201596	CACNB2
NM_001167945	CACNB2
NM_001206915	CACNB3
NM_001206916	CACNB3
NM_000725	CACNB3
NM_001206917	CACNB3
NM_015120	ALMS1
NM_001146158	MOGS
NM_006302	MOGS
NM_003466	PAX8
NM_013992	PAX8
NM_013953	PAX8
NM_013952	PAX8
NM_001330114	CACNB4
NM_001330115	CACNB4
NM_001145798	CACNB4
NM_001330113	CACNB4
NM_000726	CACNB4
NM_001330117	CACNB4
NM_001320722,NM_001330118	CACNB4
NM_001330116	CACNB4
NM_001005747	CACNB4
NM_001005746	CACNB4
NM_001261419	IL1R2
NM_004633	IL1R2
NM_005434	MALL
NM_001348060	CXCR4
NM_003467	CXCR4
NM_001348059	CXCR4
NM_001348056	CXCR4
NM_001008540	CXCR4
NM_003468	FZD5
NM_003469	SCG2
NM_000727	CACNG1
NM_001319050	BRPF1
NM_001319049	BRPF1
NM_001003694	BRPF1
NM_004634	BRPF1
NM_006764	IFRD2
NM_001243925,NM_001243926,NM_004635	MAPKAPK3
NM_001005914	SEMA3B
NM_001290061	SEMA3B
NM_001290062,NM_001290063	SEMA3B
NM_001290060,NM_004636	SEMA3B
NM_001304422	SLMAP
NM_001304423	SLMAP
NM_001311179	SLMAP
NM_001304420	SLMAP
NM_007159	SLMAP
NM_001311178	SLMAP
NM_001304421	SLMAP
NM_006010	MANF
NM_001286457	USP7
NM_001286458	USP7
NM_003470	USP7
NM_001321858	USP7
NM_004637	RAB7A
NM_000387	SLC25A20
NM_001308217	KCNAB1
NM_172159	KCNAB1
NM_172160	KCNAB1
NM_001308222	KCNAB1
NM_003471	KCNAB1
NM_006527	SLBP
NM_001306074	SLBP
NM_001306075	SLBP
NM_001305115,NM_001305116,NM_024025	DUSP26
NM_001077415,NM_015513	CRELD1
NM_001031717	CRELD1
NM_024026	MRPL57
NM_001255984	COLEC11
NM_001255985	COLEC11
NM_001255988	COLEC11
NM_001255989	COLEC11
NM_024027	COLEC11
NM_001255982	COLEC11
NM_001255987	COLEC11
NM_001255986	COLEC11
NM_001255983	COLEC11
NM_199235	COLEC11
NM_023112	OTUB2
NM_001301057	PCYOX1L
NM_024028	PCYOX1L
NM_001301054	PCYOX1L
NM_001321439,NM_024029	YIPF2
NM_001321440	YIPF2
NM_001320464,NM_024031	PRR14
NM_001171251	C17orf53
NM_024032	C17orf53
NM_001321310	C17orf53
NM_001321311	C17orf53
NM_024033	C7orf49
NM_001243749,NM_001243751,NM_001243752,NM_001243753	C7orf49
NM_001243754,NM_001243755	C7orf49
NM_001305629	C7orf49
NM_001305630	C7orf49
NM_001256738	GDAP1L1
NM_024034	GDAP1L1
NM_001256737	GDAP1L1
NM_001256739	GDAP1L1
NM_001256740	GDAP1L1
NM_001306079	CAD
NM_004341	CAD
NM_001287490	AUNIP
NM_024037	AUNIP
NM_001311311	VKORC1
NM_206824	VKORC1
NM_024006	VKORC1
NM_024038	TRIR
NM_001329738	TRIR
NM_001329739	TRIR
NM_001258217,NM_001258218,NM_001258219,NM_001258220,NM_024039	MIS12
NM_001204856	SCNM1
NM_024041	SCNM1
NM_024042	METRN
NM_001288708	DBNDD1
NM_001042610	DBNDD1
NM_024043	DBNDD1
NM_001288709	DBNDD1
NM_178044	SLX1B
NM_024044	SLX1B
NM_024046	CAMKV
NM_001320147	CAMKV
NM_024050	DDA1
NM_001099858	C7orf25
NM_024054	C7orf25
NM_001143841,NM_001143843	TMEM106C
NM_001143842,NM_024056	TMEM106C
NM_024057	NUP37
NM_024058	SMIM2
NM_001319152,NM_001319153,NM_024059	FNDC11
NM_024060	AHNAK
NM_001346445,NM_001346446,NM_001620	AHNAK
NM_001009958,NM_001085366	ZNF655
NM_001009960,NM_138494	ZNF655
NM_001083956,NM_001085368	ZNF655
NM_001085367,NM_024061	ZNF655
NM_175052	ST8SIA4
NM_005668	ST8SIA4
NM_001303039	C7orf26
NM_024067	C7orf26
NM_024068	NABP2
NM_001171948,NM_001171949,NM_024069	KXD1
NM_024070	PVRIG
NM_024074	TMEM38A
NM_001129994,NM_001129995	KCTD15
NM_024076	KCTD15
NM_005669	REEP5
NM_024078	NOC4L
NM_024079	ALG8
NM_001007027	ALG8
NM_024080	TRPM8
NM_024081	PRRG4
NM_024082	PRRG3
NM_001330528	ASPSCR1
NM_024083	ASPSCR1
NM_001251888	ASPSCR1
NM_001080501	TMEM223
NM_001077198,NM_024085	ATG9A
NM_024086	METTL16
NM_001080432	FTO
NM_001130721,NM_024090	ELOVL6
NM_024091	FASTKD3
NM_024093	C2orf49
NM_001286537	C2orf49
NM_024094	DSCC1
NM_024096	DCTPP1
NM_024098	CCDC86
NM_024099	LBHD1
NM_001281473	MLPH
NM_001042467	MLPH
NM_024101	MLPH
NM_001281474	MLPH
NM_024102	WDR77
NM_001317062	WDR77
NM_001317064	WDR77
NM_001317063	WDR77
NM_024103	SLC25A23
NM_024104	SMIM7
NM_001300925	SMIM7
NM_024105	ALG12
NM_001300883	ZNF426
NM_024106	ZNF426
NM_001318056	ZNF426
NM_001318055	ZNF426
NM_024107,NM_177441	TMUB2
NM_001076674	TMUB2
NM_001330235	TMUB2
NM_024109	METTL22
NM_024110	CARD14
NM_001257970	CARD14
NM_052819	CARD14
NM_024111	CHAC1
NM_001142776	CHAC1
NM_024112	C9orf16
NM_001085372	UQCC3
NM_001003678	C11orf49
NM_001278222	C11orf49
NM_001003677	C11orf49
NM_024113	C11orf49
NM_001003676	C11orf49
NM_024114	TRIM48
NM_023938	C1orf116
NM_001083924	C1orf116
NM_024116	TAF1D
NM_032015	RNF26
NM_001006620,NM_001006621	MAPKAP1
NM_001006619	MAPKAP1
NM_001006617	MAPKAP1
NM_001006618	MAPKAP1
NM_024117	MAPKAP1
NM_024119	DHX58
NM_024121	TMEM185B
NM_001321110	RETREG2
NM_001321109	RETREG2
NM_024293	RETREG2
NM_024296	CCDC28B
NM_001301011	CCDC28B
NM_024299	PPDPF
NM_001011668	CHCHD7
NM_001011670	CHCHD7
NM_024300	CHCHD7
NM_001011667	CHCHD7
NM_001317859	CHCHD7
NM_001011671	CHCHD7
NM_001011669,NM_001317858	CHCHD7
NM_001039885,NM_024301	FKRP
NM_001322073,NM_001322074,NM_001322075,NM_001322076	ZSCAN5A
NM_001322061,NM_001322062	ZSCAN5A
NM_001322077	ZSCAN5A
NM_001322078	ZSCAN5A
NM_001322064,NM_001322065,NM_001322066,NM_001322067,NM_001322068,NM_001322070,NM_001322072,NM_024303	ZSCAN5A
NM_170740	ALDH5A1
NM_001080	ALDH5A1
NM_024307	GDPD3
NM_024308	DHRS11
NM_001292016	TNIP2
NM_001161527	TNIP2
NM_024309	TNIP2
NM_024310	PLEKHF1
NM_024312	GNPTAB
NM_024313	NOL12
NM_004638,NM_080686	PRRC2A
NM_001329472,NM_001329473,NM_001329474,NM_001329475,NM_024315	TMEM243
NM_024316	LENG1
NM_024318	LILRA6
NM_001199698	BAG6
NM_001098534,NM_080702,NM_080703	BAG6
NM_004639	BAG6
NM_001199697	BAG6
NM_024320	PRR15L
NM_024321	RBM42
NM_001319113	RBM42
NM_001322101,NM_024322	CENPO
NM_001199803	CENPO
NM_001345848	C19orf57
NM_001345843	C19orf57
NM_024323	C19orf57
NM_001345847	C19orf57
NM_001345844	C19orf57
NM_001345846	C19orf57
NM_001284317	CRELD2
NM_001284318	CRELD2
NM_024324	CRELD2
NM_001135101	CRELD2
NM_001321805	ZNF343
NM_001282495,NM_001282496,NM_001321800,NM_024325	ZNF343
NM_001321802,NM_001321803	ZNF343
NM_001282497,NM_001321801	ZNF343
NM_001282499	ZNF343
NM_001282498	ZNF343
NM_001145347,NM_024327	ZNF576
NM_001126339,NM_024328	THTPA
NM_001256062,NM_001256321	THTPA
NM_001256322,NM_001256323	THTPA
NM_024329	EFHD2
NM_001261839	TTPAL
NM_001039199,NM_024331	TTPAL
NM_001018055	BRCC3
NM_001242640	BRCC3
NM_024332	BRCC3
NM_024333	FSD1
NM_001330429	FSD1
NM_024334	TMEM43
NM_024335	IRX6
NM_024336	IRX3
NM_024337	IRX1
NM_001177515	ABHD16A
NM_021160	ABHD16A
NM_001347703	THOC6
NM_001142350	THOC6
NM_001347704,NM_024339	THOC6
NM_001044387,NM_024341	ZNF557
NM_001044388	ZNF557
NM_033467	MMEL1
NM_024345	DCAF10
NM_001286810	DCAF10
NM_001004297	OR13A1
NM_001005479	OR5H6
NM_001348221	OR52E1
NM_004929	CALB1
NM_001005482	OR5H2
NM_001005483	OR4K5
NM_001005237	OR51G1
NM_001197287	OR11H2
NM_033179	OR51B4
NM_033180	OR51B2
NM_001348223	OR4C5
NM_002904	NELFE
NM_030907	RSG1
NM_025112	ZXDC
NM_001040653	ZXDC
NM_030762	BHLHE41
NM_030763	HMGN5
NM_030764	FCRL2
NM_001159488	FCRL2
NM_138722,NM_138723	BCL2L14
NM_030766	BCL2L14
NM_007088	CALB2
NM_001740	CALB2
NM_205840	LST1
NM_205838	LST1
NM_205837	LST1
NM_007161	LST1
NM_001166538	LST1
NM_205839	LST1
NM_001184779	NOX5
NM_001184780	NOX5
NM_024505	NOX5
NM_001286427	GLB1L
NM_001286423,NM_024506	GLB1L
NM_001253726	KREMEN2
NM_172229	KREMEN2
NM_001253725	KREMEN2
NM_024507	KREMEN2
NM_024508	ZBED2
NM_024509	LRFN3
NM_001033046,NM_001100407,NM_001193653,NM_001193654,NM_001193655,NM_001193657	C17orf62
NM_001100408	C17orf62
NM_001271944,NM_001271945,NM_007162	TFEB
NM_001167827	TFEB
NM_001271943	TFEB
NM_001303143,NM_024511	HAUS3
NM_024512	LRRC2
NM_024513	FYCO1
NM_001161476,NM_001350947,NM_001350948,NM_024515	WDR25
NM_001350949	WDR25
NM_001350950	WDR25
NM_024518	ULBP3
NM_001348224	OR51J1
NM_001001913	OR52N1
NM_004057	S100G
NM_001005484	OR4F5
NM_030908	OR2A4
NM_001004063	OR4K1
NM_001348233	OR6J1
NM_001193524	RIPOR1
NM_024519	RIPOR1
NM_001193522	RIPOR1
NM_001193523	RIPOR1
NM_024520	MAIP1
NM_024523	GCC1
NM_024525	TTC13
NM_001122835	TTC13
NM_001319952	EPS8L3
NM_139053	EPS8L3
NM_133181	EPS8L3
NM_024526	EPS8L3
NM_024528	NKAP
NM_001253815,NM_001253816,NM_024531	SLC52A2
NM_024532	SPAG16
NM_001025436	SPAG16
NM_001077418	TMEM231
NM_001077416	TMEM231
NM_001201473	CORO7
NM_024535	CORO7
NM_001201472	CORO7
NM_001195731	CHPF
NM_024536	CHPF
NM_194463	RNF128
NM_024539	RNF128
NM_024541	C10orf76
NM_024544	MUL1
NM_001330300	SAP130
NM_001145928	SAP130
NM_001330301	SAP130
NM_001330302	SAP130
NM_001330303	SAP130
NM_024545	SAP130
NM_001330299	SAP130
